fid,row_index,col_index,distance,x,y
0,0,8,341.19334866526606,-111.9065170367162,40.746578823887624
1,0,9,335.88774066119197,-111.90616172714158,40.74658161420638
2,0,10,333.2090147032978,-111.90580641751718,40.74658440343148
3,0,11,332.82617034896475,-111.90545110784302,40.746587191562966
4,0,12,332.72892612729794,-111.90509579811913,40.74658997860081
5,0,13,332.63168190563107,-111.90474048834552,40.74659276454502
6,0,14,332.53443768396426,-111.90438517852222,40.74659554939559
7,0,15,332.43719346229733,-111.90402986864923,40.74659833315253
8,0,16,332.3399492406305,-111.90367455872659,40.74660111581584
9,0,17,332.2427050189637,-111.9033192487543,40.746603897385505
10,0,18,332.14546079729683,-111.9029639387324,40.746606677861536
11,0,19,331.9772737017993,-111.9026086286609,40.74660945724393
12,0,20,331.56572706576253,-111.90225331853982,40.74661223553268
13,0,21,331.1541804297257,-111.90189800836919,40.746615012727794
14,0,22,330.7426337936889,-111.90154269814899,40.74661778882926
15,0,23,330.3310871576521,-111.90118738787929,40.746620563837105
16,0,24,329.9195405216153,-111.90083207756007,40.7466233377513
17,0,25,329.50799388557857,-111.90047676719138,40.74662611057185
18,0,26,329.0964472495417,-111.90012145677323,40.74662888229877
19,0,27,328.68490061350496,-111.89976614630562,40.746631652932045
20,0,28,328.349563371628,-111.8994108357886,40.746634422471686
21,0,29,328.16253458744274,-111.89905552522217,40.746637190917674
22,0,30,327.9755058032576,-111.89870021460635,40.74663995827001
23,0,31,327.7884770190724,-111.89834490394118,40.746642724528726
24,0,32,327.60144823488724,-111.89798959322664,40.74664548969378
25,0,33,327.414419450702,-111.89763428246279,40.7466482537652
26,0,34,327.22739066651684,-111.89727897164963,40.74665101674298
27,0,35,327.04036188233164,-111.89692366078718,40.74665377862709
28,0,36,326.8533330981465,-111.89656834987545,40.74665653941758
29,0,37,326.66630431396123,-111.8962130389145,40.74665929911442
30,0,38,326.47927552977603,-111.89585772790429,40.746662057717614
31,0,39,326.3072750173773,-111.89550241684488,40.74666481522716
32,0,40,326.15702648440714,-111.89514710573627,40.74666757164305
33,0,41,326.006777951437,-111.89479179457851,40.746670326965315
34,0,42,325.85652941846683,-111.89443648337159,40.74667308119391
35,0,43,325.70628088549665,-111.89408117211555,40.74667583432886
36,0,44,325.5560323525265,-111.89372586081038,40.746678586370166
37,0,45,325.40578381955635,-111.89337054945612,40.74668133731783
38,0,46,325.25553528658617,-111.89301523805278,40.74668408717183
39,0,47,325.105286753616,-111.8926599266004,40.746686835932195
40,0,48,324.95503822064586,-111.89230461509896,40.7466895835989
41,0,49,324.8047896876757,-111.89194930354853,40.74669233017195
42,0,50,321.0294399335203,-111.89159399194911,40.74669507565136
43,0,51,318.32045952498396,-111.8912386803007,40.74669782003711
44,0,52,317.7502342874252,-111.89088336860334,40.74670056332922
45,0,53,317.3142338285978,-111.89052805685704,40.74670330552767
46,0,54,316.87823336977044,-111.89017274506182,40.746706046632454
47,0,55,316.4422329109431,-111.8898174332177,40.746708786643595
48,0,56,316.00623245211574,-111.88946212132471,40.74671152556109
49,0,57,315.57023199328836,-111.88910680938287,40.746714263384916
50,0,58,315.134231534461,-111.88875149739218,40.7467170001151
51,0,59,315.37519004883603,-111.88839618535266,40.74671973575162
52,0,60,318.31764676873377,-111.88804087326434,40.746722470294486
53,0,61,321.24740206638535,-111.88768556112726,40.7467252037437
54,0,62,321.15488130362996,-111.8873302489414,40.74672793609925
55,0,63,321.06236054087464,-111.88697493670679,40.74673066736114
56,0,64,320.9698397781193,-111.88661962442347,40.74673339752939
57,0,65,320.8773190153639,-111.88626431209146,40.74673612660397
58,0,66,320.78479825260854,-111.88590899971075,40.74673885458489
59,0,67,320.6922774898532,-111.88555368728139,40.74674158147216
60,0,68,321.3159704601535,-111.88519837480338,40.746744307265764
61,0,69,324.6091923976774,-111.88484306227674,40.74674703196571
62,0,70,330.6029381378733,-111.88448774970149,40.746749755572004
63,0,71,338.7009563211076,-111.88413243707767,40.74675247808462
64,0,72,347.27275670443044,-111.88377712440527,40.74675519950358
65,1,5,344.8438260522537,-111.90758663909014,40.746840671470046
66,1,6,331.5492987768476,-111.90723132822713,40.74684346509616
67,1,7,320.5192828403335,-111.90687601731427,40.74684625762863
68,1,8,311.99404453537903,-111.90652070635161,40.746849049067464
69,1,9,306.18288158975577,-111.90616539533917,40.74685183941265
70,1,10,303.2418673792733,-111.90581008427694,40.74685462866419
71,1,11,302.82632795668957,-111.90545477316493,40.74685741682209
72,1,12,302.72908373502275,-111.90509946200321,40.74686020388634
73,1,13,302.6318395133559,-111.90474415079177,40.74686298985696
74,1,14,302.534595291689,-111.90438883953063,40.74686577473392
75,1,15,302.43735107002215,-111.9040335282198,40.74686855851723
76,1,16,302.34010684835533,-111.90367821685932,40.7468713412069
77,1,17,302.24286262668846,-111.90332290544919,40.74687412280292
78,1,18,302.1456184050216,-111.90296759398944,40.74687690330529
79,1,19,301.9800966785132,-111.90261228248009,40.746879682714024
80,1,20,301.5685500424763,-111.90225697092117,40.7468824610291
81,1,21,301.15700340643957,-111.90190165931268,40.746885238250535
82,1,22,300.74545677040277,-111.90154634765466,40.74688801437831
83,1,23,300.333910134366,-111.90119103594711,40.74689078941245
84,1,24,299.92236349832916,-111.90083572419005,40.74689356335292
85,1,25,299.51081686229236,-111.9004804123835,40.74689633619975
86,1,26,299.0992702262556,-111.9001251005275,40.74689910795292
87,1,27,298.6877235902188,-111.89976978862205,40.74690187861244
88,1,28,298.3501463733947,-111.89941447666719,40.746904648178315
89,1,29,298.16311758920955,-111.8990591646629,40.74690741665054
90,1,30,297.97608880502435,-111.89870385260923,40.74691018402911
91,1,31,297.78906002083914,-111.8983485405062,40.74691295031403
92,1,32,297.60203123665394,-111.89799322835381,40.74691571550528
93,1,33,297.4150024524688,-111.89763791615212,40.7469184796029
