mission_id,time,cloud_cover,sun_azimuth,sun_elevation
LT05_023030_20070107,2007-01-07 16:29:31,9.0,158.03102693,21.35857942
LT05_023030_20070208,2007-02-08 16:29:40,72.0,153.51167768,27.78104445
LT05_023030_20070312,2007-03-12 16:29:39,5.0,149.79398045,39.08615048
LT05_023030_20070531,2007-05-31 16:28:59,94.0,135.46013159,62.96352144
LT05_023030_20070616,2007-06-16 16:28:44,25.0,132.33042184,63.72937997
LT05_023030_20070702,2007-07-02 16:28:28,38.0,131.30676021,63.0013118
LT05_023030_20070718,2007-07-18 16:28:20,41.0,132.89302791,61.04183074
LT05_023030_20070803,2007-08-03 16:28:11,0.0,136.67758756,58.08160726
LT05_023030_20070904,2007-09-04 16:27:51,0.0,147.27291725,49.66238842
LT05_023030_20070920,2007-09-20 16:27:44,34.0,152.40143714,44.48756076
LT05_023030_20080211,2008-02-11 16:25:22,53.0,152.14943405,28.3081192
LT05_023030_20080227,2008-02-27 16:25:04,40.0,150.06326,33.69863957
LT05_023030_20080314,2008-03-14 16:24:44,23.0,148.11545017,39.75811543
LT05_023030_20080415,2008-04-15 16:23:59,0.0,143.59016946,51.79255506
LT05_023030_20080501,2008-05-01 16:23:34,5.0,140.34458966,56.74181398
LT05_023030_20080517,2008-05-17 16:23:09,10.0,136.33729464,60.36811847
LT05_023030_20080602,2008-06-02 16:22:44,88.0,132.25556817,62.39774724
LT05_023030_20080618,2008-06-18 16:22:17,18.0,129.33682624,62.7994975
LT05_023030_20080704,2008-07-04 16:21:50,26.0,128.70969347,61.78318865
LT05_023030_20080720,2008-07-20 16:21:22,57.0,130.66621344,59.62301664
LT05_023030_20080805,2008-08-05 16:20:53,37.0,134.68846122,56.51719487
LT05_023030_20080821,2008-08-21 16:20:26,53.0,139.89846179,52.60014388
LT05_023030_20080906,2008-09-06 16:20:00,50.0,145.39331253,47.97233658
LT05_023030_20080922,2008-09-22 16:19:32,53.0,150.47101508,42.8071473
LT05_023030_20090213,2009-02-13 16:20:32,65.0,150.60549058,28.77530756
LT05_023030_20090301,2009-03-01 16:20:55,43.0,148.65894731,34.36026865
LT05_023030_20090317,2009-03-17 16:21:17,2.0,146.84633233,40.53701719
LT05_023030_20090418,2009-04-18 16:21:57,29.0,142.4952282,52.55096938
LT05_023030_20090504,2009-05-04 16:22:15,56.0,139.33826751,57.36796873
LT05_023030_20090520,2009-05-20 16:22:33,0.0,135.51885579,60.81879371
LT05_023030_20090605,2009-06-05 16:22:50,3.0,131.82179051,62.65644079
LT05_023030_20090621,2009-06-21 16:23:08,92.0,129.52092801,62.89879429
LT05_023030_20090707,2009-07-07 16:23:25,5.0,129.6013497,61.77050639
LT05_023030_20090723,2009-07-23 16:23:40,30.0,132.21984028,59.51989952
LT05_023030_20090808,2009-08-08 16:23:54,86.0,136.75560333,56.33499922
LT05_023030_20090824,2009-08-24 16:24:09,12.0,142.28636715,52.32125455
LT05_023030_20090909,2009-09-09 16:24:23,39.0,147.93751889,47.60273284
LT05_023030_20090925,2009-09-25 16:24:35,83.0,152.99879978,42.3630977
LT05_023030_20091011,2009-10-11 16:24:46,55.0,157.0379721,36.89471938
LT05_023030_20091027,2009-10-27 16:24:54,45.0,159.76949486,31.57245895
LT05_023030_20091112,2009-11-12 16:25:01,42.0,161.13309696,26.8472312
LT05_023030_20091128,2009-11-28 16:25:09,10.0,161.17044611,23.18770565
LT05_023030_20100216,2010-02-16 16:25:36,40.0,151.50229172,30.08799427
LT05_023030_20100304,2010-03-04 16:25:38,7.0,149.59717771,35.80361204
LT05_023030_20100320,2010-03-20 16:25:38,89.0,147.78387302,42.01464964
LT05_023030_20100405,2010-04-05 16:25:36,20.0,145.79311408,48.19638369
LT05_023030_20100421,2010-04-21 16:25:33,55.0,143.25526059,53.82575291
LT05_023030_20100523,2010-05-23 16:25:27,10.0,135.9481459,61.59404267
LT05_023030_20100624,2010-06-24 16:25:17,1.0,130.15397293,63.07209026
LT05_023030_20100710,2010-07-10 16:25:13,2.0,130.53145767,61.68503474
LT05_023030_20100726,2010-07-26 16:25:09,40.0,133.39588977,59.21052132
LT05_023030_20100811,2010-08-11 16:25:02,60.0,138.02989875,55.81862444
LT05_023030_20100827,2010-08-27 16:24:59,28.0,143.51269848,51.62233116
LT05_023030_20100912,2010-09-12 16:24:55,0.0,148.97378421,46.75199146
LT05_023030_20100928,2010-09-28 16:24:48,5.0,153.77474,41.42022769
LT05_023030_20101014,2010-10-14 16:24:39,100.0,157.49659488,35.91781414
LT05_023030_20101030,2010-10-30 16:24:31,69.0,159.95231242,30.66304679
LT05_023030_20101115,2010-11-15 16:24:29,57.0,161.07011434,26.09601019
