mission_id,time,cloud_cover,sun_azimuth,sun_elevation
LT05_019036_20090201,2009-02-01 15:57:54,2.0,147.8043547,31.90452388
LT05_019036_20090812,2009-08-12 16:01:37,81.0,124.91636227,59.91375934
LT05_019036_20090913,2009-09-13 16:02:06,53.0,140.69352605,52.45045289
LT05_019037_20090116,2009-01-16 15:57:52,0.0,149.94870572,29.8900356
LT05_019037_20090201,2009-02-01 15:58:17,13.0,147.00985549,32.97385546
LT05_019037_20090217,2009-02-17 15:58:42,20.0,143.93755625,37.47345652
LT05_019037_20090305,2009-03-05 15:59:04,0.0,140.69772447,42.93488693
LT05_019037_20090321,2009-03-21 15:59:26,5.0,137.12022638,48.82951654
LT05_019037_20090406,2009-04-06 15:59:47,95.0,132.81472454,54.57923758
LT05_019037_20090422,2009-04-22 16:00:05,48.0,127.41312589,59.60075908
LT05_019037_20090508,2009-05-08 16:00:24,86.0,120.92131335,63.38381856
LT05_019037_20090609,2009-06-09 16:00:58,10.0,109.26097359,66.33948772
LT05_019037_20090625,2009-06-25 16:01:16,5.0,107.54157416,65.91374683
LT05_019037_20090711,2009-07-11 16:01:32,35.0,109.59030555,64.71560951
LT05_019037_20090727,2009-07-27 16:01:47,26.0,114.90885722,62.91757064
LT05_019037_20090812,2009-08-12 16:02:01,89.0,122.43177523,60.49982829
LT05_019037_20090913,2009-09-13 16:02:30,96.0,139.05587765,53.38417556
LT05_019037_20090929,2009-09-29 16:02:42,0.0,146.06484029,48.77057281
LT05_019037_20091116,2009-11-16 16:03:07,0.0,156.69975272,34.49667849
LT05_019037_20100119,2010-01-19 16:03:34,12.0,150.7745368,30.85961157
LT05_019037_20100220,2010-02-20 16:03:41,0.0,144.6781674,38.93261574
LT05_019037_20100308,2010-03-08 16:03:42,0.0,141.41249441,44.50994136
LT05_019037_20100324,2010-03-24 16:03:42,30.0,137.73948549,50.41493457
LT05_019037_20100409,2010-04-09 16:03:40,0.0,133.25412322,56.07494594
LT05_019037_20100425,2010-04-25 16:03:36,19.0,127.57305803,60.90852508
LT05_019037_20100511,2010-05-11 16:03:33,89.0,120.81993671,64.41828665
LT05_019037_20100527,2010-05-27 16:03:29,1.0,114.10295628,66.34433665
LT05_019037_20100612,2010-06-12 16:03:24,49.0,109.38921291,66.79061
LT05_019037_20100628,2010-06-28 16:03:19,15.0,108.1822906,66.14685428
LT05_019037_20100714,2010-07-14 16:03:16,24.0,110.78359436,64.76458599
LT05_019037_20100730,2010-07-30 16:03:11,5.0,116.50211349,62.79390342
LT05_019037_20100815,2010-08-15 16:03:05,90.0,124.187029,60.17050342
LT05_019037_20100831,2010-08-31 16:03:02,63.0,132.56696674,56.80028564
LT05_019037_20100916,2010-09-16 16:02:57,6.0,140.45840528,52.6610025
LT05_019037_20101002,2010-10-02 16:02:50,1.0,147.09807161,47.91797767
LT05_019037_20101119,2010-11-19 16:02:33,0.0,156.66206754,33.78643756
LT05_019037_20101205,2010-12-05 16:02:34,93.0,156.54456753,30.67432967
LT05_019037_20101221,2010-12-21 16:02:38,88.0,155.15508183,29.08133889
LT05_019037_20110106,2011-01-06 16:02:41,37.0,152.87457354,29.2567623
LT05_019037_20110122,2011-01-22 16:02:41,9.0,150.07172887,31.24123664
LT05_019037_20110311,2011-03-11 16:02:40,1.0,140.51322385,45.3884575
LT05_019037_20110412,2011-04-12 16:02:31,49.0,131.97320294,56.8078453
LT05_019037_20110428,2011-04-28 16:02:23,31.0,126.04887575,61.42407921
