mission_id,time,cloud_cover,sun_azimuth,sun_elevation
LT05_199026_19950312,1995-03-12 09:51:11,64.0,141.51907305,30.61930983
LT05_199026_19950328,1995-03-28 09:50:31,100.0,139.41745391,36.75854669
LT05_199026_19950413,1995-04-13 09:49:51,49.0,137.07228662,42.63196815
LT05_199026_19950515,1995-05-15 09:48:25,88.0,130.89237324,51.58129891
LT05_199026_19950531,1995-05-31 09:47:41,70.0,127.48158592,53.90751555
LT05_199026_19950616,1995-06-16 09:46:58,62.0,124.85098366,54.61463609
LT05_199026_19950718,1995-07-18 09:45:31,36.0,124.8188458,51.81358839
LT05_199026_19950803,1995-08-03 09:44:48,10.0,127.64794311,48.8121898
LT05_199026_19950819,1995-08-19 09:44:03,4.0,131.77346971,45.01533462
LT05_199026_19950904,1995-09-04 09:43:18,62.0,136.51416684,40.55593833
LT05_199026_19951006,1995-10-06 09:41:41,1.0,145.3854199,30.32566511
LT05_199026_19951022,1995-10-22 09:40:49,0.0,148.55932057,25.04250584
LT05_199026_19951107,1995-11-07 09:40:19,70.0,150.72874685,20.2064698
LT05_199026_19960227,1996-02-27 09:47:05,58.0,142.26401912,25.34677254
LT05_199026_19960314,1996-03-14 09:48:08,57.0,140.55180397,31.46475006
LT05_199026_19960415,1996-04-15 09:50:09,0.0,136.93195782,43.72545958
LT05_199026_19960501,1996-05-01 09:51:06,87.0,134.53377015,48.83251517
LT05_199026_19960602,1996-06-02 09:52:56,74.0,128.92984839,54.95826523
LT05_199026_19960618,1996-06-18 09:53:48,0.0,127.03335018,55.63459999
LT05_199026_19960704,1996-07-04 09:54:39,70.0,126.83887028,54.84833336
LT05_199026_19960720,1996-07-20 09:55:30,0.0,128.65787081,52.84120439
LT05_199026_19960805,1996-08-05 09:56:20,4.0,132.24091214,49.84166825
LT05_199026_19960821,1996-08-21 09:57:10,88.0,136.94732716,45.99871595
LT05_199026_19960906,1996-09-06 09:58:03,0.0,142.11411439,41.47536833
LT05_199026_19961008,1996-10-08 09:59:46,25.0,151.25460496,31.0961364
LT05_199026_19961024,1996-10-24 10:00:35,39.0,154.38189177,25.82825843
LT05_199026_19961109,1996-11-09 10:01:21,78.0,156.22904508,21.03614952
LT05_199026_19970402,1997-04-02 10:07:41,14.0,144.00935705,40.74242616
LT05_199026_19970418,1997-04-18 10:08:15,0.0,142.26343709,46.61901974
LT05_199026_19970504,1997-05-04 10:08:48,59.0,140.00296395,51.56862569
LT05_199026_19970520,1997-05-20 10:09:21,76.0,137.2239826,55.20766857
LT05_199026_19970621,1997-06-21 10:10:28,77.0,132.63024548,57.6768961
LT05_199026_19970707,1997-07-07 10:11:02,48.0,132.53064945,56.6062649
LT05_199026_19970723,1997-07-23 10:11:35,7.0,134.46604411,54.30847478
LT05_199026_19970808,1997-08-08 10:12:06,28.0,138.05207457,50.98955259
LT05_199026_19970925,1997-09-25 10:13:31,0.0,152.02033166,36.67783348
LT05_199026_19971027,1997-10-27 10:14:24,1.0,158.30447404,25.82230621
LT05_199026_19980131,1998-01-31 10:16:40,25.0,152.80270829,19.62327098
LT05_199026_19980304,1998-03-04 10:17:14,74.0,149.43845904,30.14954562
LT05_199026_19980320,1998-03-20 10:17:30,52.0,148.1328754,36.43166462
LT05_199026_19980523,1998-05-23 10:18:23,31.0,139.9644716,56.6345794
LT05_199026_19980608,1998-06-08 10:18:38,89.0,137.15864285,58.39887567
LT05_199026_19980624,1998-06-24 10:18:47,4.0,135.41899146,58.53130193
LT05_199026_19980726,1998-07-26 10:19:09,85.0,137.51856899,54.61741996
LT05_199026_19980811,1998-08-11 10:19:15,0.0,141.13744501,51.05128812
LT05_199026_19980827,1998-08-27 10:19:27,88.0,145.60535184,46.65370992
LT05_199026_19980912,1998-09-12 10:19:33,51.0,150.22542434,41.6117472
LT05_199026_19981217,1998-12-17 10:19:46,45.0,159.40335099,15.25260115
LT05_199026_19990408,1999-04-08 10:19:30,43.0,146.9727206,43.87271519
LT05_199026_19990611,1999-06-11 10:18:48,38.0,136.77741153,58.52404951
LT05_199026_19990627,1999-06-27 10:18:39,89.0,135.16767868,58.34364695
LT05_199026_19990729,1999-07-29 10:18:32,14.0,137.69371853,53.94228972
LT05_199026_19990830,1999-08-30 10:18:06,4.0,145.84208384,45.6524324
LT05_199026_19991001,1999-10-01 10:17:22,75.0,154.33186182,34.99593726
LT05_199026_19991017,1999-10-17 10:17:25,33.0,157.40346615,29.41936216
LT05_199026_19991204,1999-12-04 10:15:57,76.0,159.57616368,16.4679289
LT05_199026_20000105,2000-01-05 10:15:53,83.0,156.05422642,15.00933048
LT05_199026_20000309,2000-03-09 10:14:17,94.0,148.21911678,32.04335825
LT05_199026_20000613,2000-06-13 10:17:08,64.0,135.79315511,58.40832666
