fid,row_index,col_index,mission_id,Blue,Green,Red,NIR,LST_K
41,27,8,LT05_012030_20011125,0.05060749999999997,0.06424750000000001,0.04991999999999999,0.058445000000000025,288.38343757999996
42,28,8,LT05_012030_20011125,0.046097499999999986,0.046235,0.04299,0.050470000000000015,287.42981
1,13,0,LT05_012031_19910404,0.05932500000000002,0.06729999999999997,0.06559500000000001,0.06504500000000002,294.4538411
2,14,0,LT05_012031_19910404,0.0692525,0.07582499999999998,0.07299250000000002,0.07772249999999997,295.79028691999997
3,14,1,LT05_012031_19910404,0.06928000000000001,0.09284749999999997,0.09147250000000001,0.09463500000000002,295.79028691999997
4,15,0,LT05_012031_19910404,0.06526500000000002,0.07156249999999997,0.06928000000000001,0.073515,296.79860282
5,15,1,LT05_012031_19910404,0.055337499999999984,0.08011499999999999,0.07670500000000002,0.07772249999999997,296.79860282
6,16,0,LT05_012031_19910404,0.06526500000000002,0.07582499999999998,0.0803625,0.08616499999999999,297.30105176
7,16,1,LT05_012031_19910404,0.04733499999999999,0.06301000000000001,0.05817,0.06083749999999999,297.30105176
8,16,2,LT05_012031_19910404,0.05132249999999999,0.06301000000000001,0.06188250000000001,0.06504500000000002,297.2053472
10,17,1,LT05_012031_19910404,0.053302499999999975,0.0629825,0.05445749999999999,0.06083749999999999,297.30105176
11,17,2,LT05_012031_19910404,0.0592975,0.06301000000000001,0.06188250000000001,0.06083749999999999,296.70289826
12,18,1,LT05_012031_19910404,0.0652375,0.07582499999999998,0.06928000000000001,0.07772249999999997,295.79028691999997
13,18,2,LT05_012031_19910404,0.07123249999999998,0.08008749999999998,0.08407500000000001,0.0904275,296.20044931999996
14,18,3,LT05_012031_19910404,0.06526500000000002,0.06727250000000001,0.06928000000000001,0.06930750000000002,296.20044931999996
15,19,1,LT05_012031_19910404,0.07516499999999998,0.08858500000000002,0.0803625,0.09463500000000002,294.77513497999996
16,19,2,LT05_012031_19910404,0.06526500000000002,0.08432250000000002,0.09147250000000001,0.09463500000000002,295.28441996000004
17,19,3,LT05_012031_19910404,0.05729000000000001,0.07156249999999997,0.07667750000000001,0.08195750000000002,295.1887154
18,20,2,LT05_012031_19910404,0.04530000000000001,0.05442999999999998,0.05445749999999999,0.05234,294.26243198
19,20,3,LT05_012031_19910404,0.05528250000000001,0.0629825,0.06188250000000001,0.06504500000000002,294.68284844
20,20,4,LT05_012031_19910404,0.07321250000000001,0.10134500000000002,0.10621249999999999,0.10728500000000002,294.68284844
21,21,2,LT05_012031_19910404,0.04527249999999999,0.058719999999999994,0.058142499999999986,0.056574999999999986,293.57199194
22,21,3,LT05_012031_19910404,0.05926999999999999,0.058719999999999994,0.058142499999999986,0.060809999999999975,293.84885155999996
23,21,4,LT05_012031_19910404,0.05729000000000001,0.0629825,0.058142499999999986,0.06083749999999999,294.35813654000003
25,22,3,LT05_012031_19910404,0.06124999999999997,0.07579750000000002,0.07667750000000001,0.08195750000000002,293.84885155999996
26,22,4,LT05_012031_19910404,0.07516499999999998,0.08432250000000002,0.09518500000000002,0.0988425,293.84885155999996
27,22,5,LT05_012031_19910404,0.08110499999999998,0.09284749999999997,0.10621249999999999,0.10728500000000002,293.84885155999996
28,23,3,LT05_012031_19910404,0.073185,0.09282000000000001,0.0951575,0.10307749999999999,293.84885155999996
29,23,4,LT05_012031_19910404,0.08107750000000002,0.10134500000000002,0.10255500000000001,0.11572749999999998,293.84885155999996
30,23,5,LT05_012031_19910404,0.0830575,0.10134500000000002,0.10621249999999999,0.11993500000000001,293.84885155999996
32,24,4,LT05_012031_19910404,0.06325750000000002,0.07582499999999998,0.07667750000000001,0.08195750000000002,293.84885155999996
33,24,5,LT05_012031_19910404,0.079125,0.09284749999999997,0.10621249999999999,0.11572749999999998,293.84885155999996
34,24,6,LT05_012031_19910404,0.08902500000000002,0.1267275,0.13198,0.14517999999999998,293.84885155999996
35,25,5,LT05_012031_19910404,0.06526500000000002,0.07156249999999997,0.06928000000000001,0.07772249999999997,294.7272827
36,25,6,LT05_012031_19910404,0.08110499999999998,0.11404999999999998,0.12095250000000002,0.12835000000000002,294.7272827
37,25,7,LT05_012031_19910404,0.10085,0.13096249999999998,0.14298,0.1493875,294.7272827
38,26,6,LT05_012031_19910404,0.0592975,0.07582499999999998,0.0803625,0.0861925,295.23656768
39,26,7,LT05_012031_19910404,0.08902500000000002,0.1267275,0.13563750000000002,0.14517999999999998,295.23656768
40,27,7,LT05_012031_19910404,0.07125999999999999,0.09284749999999997,0.09518500000000002,0.10307749999999999,295.74243464
41,27,8,LT05_012031_19910404,0.08311249999999998,0.10137249999999998,0.10624,0.11572749999999998,295.67065621999996
42,28,8,LT05_012031_19910404,0.07125999999999999,0.08434999999999998,0.08410250000000002,0.0988425,295.30151006
1,13,0,LT05_012031_19910420,0.07277250000000002,0.0750825,0.08297500000000002,0.0872925,290.4376676
2,14,0,LT05_012031_19910420,0.07984000000000002,0.09785250000000001,0.10624,0.1142975,290.74187138
3,14,1,LT05_012031_19910420,0.09392,0.10920999999999997,0.11619499999999999,0.13354749999999999,290.18815214
4,15,0,LT05_012031_19910420,0.07626499999999997,0.09408499999999997,0.09961249999999999,0.10271999999999998,290.74187138
5,15,1,LT05_012031_19910420,0.072745,0.08267249999999998,0.0863025,0.0872925,290.74187138
6,16,0,LT05_012031_19910420,0.07447749999999997,0.09026250000000002,0.08962999999999999,0.09887000000000001,290.74187138
7,16,1,LT05_012031_19910420,0.06917000000000001,0.08267249999999998,0.07629249999999999,0.0872925,290.74187138
8,16,2,LT05_012031_19910420,0.06743749999999998,0.08267249999999998,0.0863025,0.09502,290.65300286
10,17,1,LT05_012031_19910420,0.06741000000000003,0.07887749999999999,0.07962000000000002,0.08341500000000002,291.29217259999996
11,17,2,LT05_012031_19910420,0.06743749999999998,0.08649499999999999,0.08297500000000002,0.0872925,291.20330408
12,18,1,LT05_012031_19910420,0.0709575,0.08267249999999998,0.0863025,0.09502,291.29217259999996
13,18,2,LT05_012031_19910420,0.072745,0.09026250000000002,0.09295750000000003,0.10271999999999998,291.20330408
14,18,3,LT05_012031_19910420,0.07981250000000001,0.09785250000000001,0.09295750000000003,0.09887000000000001,291.20330408
15,19,1,LT05_012031_19910420,0.08154499999999998,0.09405750000000002,0.09628500000000001,0.11044749999999998,290.74187138
16,19,2,LT05_012031_19910420,0.07447749999999997,0.09785250000000001,0.09961249999999999,0.11044749999999998,291.29217259999996
17,19,3,LT05_012031_19910420,0.07981250000000001,0.09405750000000002,0.09961249999999999,0.10657,291.20330408
18,20,2,LT05_012031_19910420,0.06383499999999998,0.07123249999999998,0.07293749999999999,0.08341500000000002,290.74187138
19,20,3,LT05_012031_19910420,0.0691425,0.08646749999999997,0.08627499999999999,0.09114250000000002,290.65300286
20,20,4,LT05_012031_19910420,0.09389249999999999,0.11297750000000001,0.11952249999999998,0.1258475,290.09928362
21,21,2,LT05_012031_19910420,0.06383499999999998,0.08264500000000002,0.07962000000000002,0.08341500000000002,290.02066916
22,21,3,LT05_012031_19910420,0.07271749999999999,0.09405750000000002,0.09295750000000003,0.09499249999999998,289.79166182
23,21,4,LT05_012031_19910420,0.07802500000000001,0.09405750000000002,0.09961249999999999,0.10271999999999998,289.79166182
25,22,3,LT05_012031_19910420,0.08330500000000002,0.10541499999999998,0.10954000000000003,0.11814750000000002,289.23794258
26,22,4,LT05_012031_19910420,0.08509250000000002,0.10541499999999998,0.10624,0.11814750000000002,289.23794258
27,22,5,LT05_012031_19910420,0.08861249999999998,0.10541499999999998,0.11286750000000001,0.1258475,289.23794258
28,23,3,LT05_012031_19910420,0.08509250000000002,0.11300500000000002,0.11289500000000002,0.12199749999999998,289.23794258
29,23,4,LT05_012031_19910420,0.09389249999999999,0.1205675,0.1228225,0.1373975,289.23794258
30,23,5,LT05_012031_19910420,0.10269250000000002,0.12430750000000002,0.1327775,0.1450975,289.23794258
32,24,4,LT05_012031_19910420,0.085065,0.10161999999999999,0.10626750000000001,0.1142975,289.79166182
33,24,5,LT05_012031_19910420,0.09386499999999998,0.1167725,0.12614999999999998,0.1373975,289.79166182
34,24,6,LT05_012031_19910420,0.11495749999999999,0.14314500000000002,0.14930500000000002,0.16814250000000003,289.23794258
35,25,5,LT05_012031_19910420,0.08333249999999998,0.10161999999999999,0.10624,0.11814750000000002,290.14371788
36,25,6,LT05_012031_19910420,0.10618499999999997,0.1281025,0.1327775,0.1489475,290.14371788
37,25,7,LT05_012031_19910420,0.11495749999999999,0.15067999999999998,0.1592325,0.1719925,289.58658062
38,26,6,LT05_012031_19910420,0.085065,0.09785250000000001,0.0962575,0.11044749999999998,290.14371788
39,26,7,LT05_012031_19910420,0.102665,0.13184249999999997,0.146005,0.15661999999999998,289.58658062
40,27,7,LT05_012031_19910420,0.08682499999999999,0.10541499999999998,0.11289500000000002,0.1258475,289.58658062
41,27,8,LT05_012031_19910420,0.09914499999999998,0.12053999999999998,0.1327775,0.1489475,288.96108296
42,28,8,LT05_012031_19910420,0.08861249999999998,0.11300500000000002,0.11954999999999999,0.133575,288.61244492000003
1,13,0,LT05_012031_19910522,0.0933425,0.1014275,0.11135499999999998,0.13756249999999998,312.32324966
2,14,0,LT05_012031_19910522,0.10293999999999998,0.12172250000000001,0.121805,0.1578025,312.64796156
3,14,1,LT05_012031_19910522,0.10868749999999999,0.1378375,0.1356925,0.17796,312.64796156
4,15,0,LT05_012031_19910522,0.10104249999999998,0.11360999999999999,0.121805,0.1497175,312.64796156
5,15,1,LT05_012031_19910522,0.09337000000000001,0.10956749999999998,0.11481999999999998,0.145675,312.64796156
6,16,0,LT05_012031_19910522,0.10676249999999998,0.12980750000000002,0.121805,0.15376,312.64796156
7,16,1,LT05_012031_19910522,0.09529500000000002,0.10549750000000002,0.10085,0.13352000000000003,313.3554917
8,16,2,LT05_012031_19910522,0.08567000000000002,0.1014275,0.10085,0.12543500000000002,313.25978713999996
10,17,1,LT05_012031_19910522,0.0895475,0.10549750000000002,0.10085,0.12133749999999999,313.3554917
11,17,2,LT05_012031_19910522,0.08184750000000002,0.09741250000000001,0.09732999999999997,0.11729499999999998,313.25978713999996
12,18,1,LT05_012031_19910522,0.09721999999999997,0.10549750000000002,0.1043425,0.13352000000000003,313.3554917
13,18,2,LT05_012031_19910522,0.09147250000000001,0.10956749999999998,0.11481999999999998,0.145675,313.25978713999996
14,18,3,LT05_012031_19910522,0.09529500000000002,0.10956749999999998,0.11135499999999998,0.13352000000000003,313.96048124000004
15,19,1,LT05_012031_19910522,0.09529500000000002,0.11768,0.11481999999999998,0.1578025,312.65137958
16,19,2,LT05_012031_19910522,0.09724749999999999,0.11768,0.1287625,0.1699025,313.3554917
17,19,3,LT05_012031_19910522,0.09337000000000001,0.11768,0.11831249999999999,0.14160499999999998,313.96048124000004
18,20,2,LT05_012031_19910522,0.07412000000000002,0.08924500000000002,0.09037250000000002,0.109155,312.65137958
19,20,3,LT05_012031_19910522,0.07796999999999998,0.09741250000000001,0.09037250000000002,0.1051125,313.96048124000004
20,20,4,LT05_012031_19910522,0.09914499999999998,0.1418525,0.1496075,0.1739175,313.96048124000004
21,21,2,LT05_012031_19910522,0.07992250000000001,0.0933425,0.09735749999999999,0.10918250000000002,312.47022452
22,21,3,LT05_012031_19910522,0.08379999999999999,0.10145500000000002,0.10085,0.10918250000000002,312.9282392
23,21,4,LT05_012031_19910522,0.08379999999999999,0.1136375,0.11481999999999998,0.12947750000000002,313.62893329999997
25,22,3,LT05_012031_19910522,0.09339750000000002,0.10956749999999998,0.11135499999999998,0.13352000000000003,312.2275451
26,22,4,LT05_012031_19910522,0.09150000000000003,0.1136375,0.11831249999999999,0.13756249999999998,313.62893329999997
27,22,5,LT05_012031_19910522,0.102995,0.12576500000000002,0.12879000000000002,0.1497175,313.62893329999997
28,23,3,LT05_012031_19910522,0.08379999999999999,0.10956749999999998,0.11831249999999999,0.13756249999999998,312.2275451
29,23,4,LT05_012031_19910522,0.09724749999999999,0.12576500000000002,0.132255,0.157775,313.62893329999997
30,23,5,LT05_012031_19910522,0.102995,0.12980750000000002,0.1356925,0.1699025,313.62893329999997
32,24,4,LT05_012031_19910522,0.08765,0.1136375,0.11831249999999999,0.14160499999999998,313.62893329999997
33,24,5,LT05_012031_19910522,0.08765,0.11768,0.121805,0.1618175,314.32620938
34,24,6,LT05_012031_19910522,0.108715,0.14586749999999998,0.15301750000000003,0.19803500000000002,314.32620938
35,25,5,LT05_012031_19910522,0.085725,0.10552499999999998,0.1113825,0.13352000000000003,315.40288568
36,25,6,LT05_012031_19910522,0.10492000000000001,0.1378375,0.1496075,0.1779325,315.40288568
37,25,7,LT05_012031_19910522,0.11636000000000002,0.15389750000000002,0.170315,0.2020225,314.70902762000003
38,26,6,LT05_012031_19910522,0.09152749999999998,0.11770750000000002,0.121805,0.145675,315.40288568
39,26,7,LT05_012031_19910522,0.11256500000000003,0.14988249999999997,0.15648250000000002,0.19402000000000003,314.70902762000003
40,27,7,LT05_012031_19910522,0.08960249999999997,0.11770750000000002,0.1252975,0.157775,315.40288568
41,27,8,LT05_012031_19910522,0.09534999999999999,0.12175000000000002,0.13572,0.1618175,314.63383118
42,28,8,LT05_012031_19910522,0.08767750000000002,0.11366500000000002,0.1252975,0.15376,314.25443096000004
1,13,0,LT05_012031_19910607,0.048600000000000004,0.0783275,0.07335000000000003,0.08660499999999999,312.95558336
2,14,0,LT05_012031_19910607,0.06479750000000001,0.08531250000000001,0.09169250000000001,0.10808250000000003,314.76029791999997
3,14,1,LT05_012031_19910607,0.06966499999999998,0.0922425,0.10085,0.1223825,315.23882072000004
4,15,0,LT05_012031_19910607,0.06317499999999998,0.08182,0.09169250000000001,0.10090500000000002,315.72076154
5,15,1,LT05_012031_19910607,0.061580000000000024,0.07483499999999998,0.085615,0.10450749999999998,316.19586632
6,16,0,LT05_012031_19910607,0.061580000000000024,0.08182,0.08864,0.10090500000000002,316.19928433999996
7,16,1,LT05_012031_19910607,0.05019499999999999,0.060865,0.067245,0.07942749999999998,316.67438912
8,16,2,LT05_012031_19910607,0.05019499999999999,0.05740000000000001,0.06419249999999999,0.07224999999999998,317.04353528
10,17,1,LT05_012031_19910607,0.05019499999999999,0.05740000000000001,0.05806,0.06507249999999998,316.19928433999996
11,17,2,LT05_012031_19910607,0.05019499999999999,0.060865,0.061112500000000014,0.07224999999999998,316.5684305
12,18,1,LT05_012031_19910607,0.055062500000000014,0.06787749999999998,0.067245,0.09017999999999998,315.24223874
13,18,2,LT05_012031_19910607,0.06963750000000002,0.08877750000000001,0.09169250000000001,0.1223825,315.61480292
14,18,3,LT05_012031_19910607,0.0680425,0.08182,0.09169250000000001,0.11165750000000002,315.61480292
15,19,1,LT05_012031_19910607,0.06155250000000001,0.0783275,0.07640249999999998,0.1295325,313.79299826
16,19,2,LT05_012031_19910607,0.06155250000000001,0.08531250000000001,0.08861249999999998,0.1223825,314.27493907999997
17,19,3,LT05_012031_19910607,0.05830750000000001,0.08182,0.08558749999999998,0.10450749999999998,314.17239847999997
18,20,2,LT05_012031_19910607,0.04532749999999999,0.05387999999999998,0.061112500000000014,0.06867499999999999,313.30763942
19,20,3,LT05_012031_19910607,0.04857249999999999,0.07136999999999999,0.07027,0.08300249999999998,313.69045766
20,20,4,LT05_012031_19910607,0.07931749999999999,0.0957075,0.10692750000000001,0.1223825,313.68703963999997
21,21,2,LT05_012031_19910607,0.05343999999999999,0.06785000000000002,0.07335000000000003,0.08657749999999997,313.10939426
22,21,3,LT05_012031_19910607,0.06155250000000001,0.085285,0.08861249999999998,0.10448000000000002,313.33156556
23,21,4,LT05_012031_19910607,0.06155250000000001,0.08182,0.08253500000000003,0.10448000000000002,313.33156556
25,22,3,LT05_012031_19910607,0.06801499999999999,0.08877750000000001,0.09779749999999998,0.11523250000000002,313.33156556
26,22,4,LT05_012031_19910607,0.07928999999999997,0.102665,0.10692750000000001,0.1295325,313.33156556
27,22,5,LT05_012031_19910607,0.08734750000000002,0.11306,0.13126500000000002,0.1473525,312.36084788
28,23,3,LT05_012031_19910607,0.072855,0.09920000000000001,0.103875,0.1259575,313.8169244
29,23,4,LT05_012031_19910607,0.0809125,0.109595,0.116085,0.13665500000000003,313.81350638000004
30,23,5,LT05_012031_19910607,0.0809125,0.10615750000000002,0.116085,0.1437775,312.84620672
32,24,4,LT05_012031_19910607,0.05665749999999997,0.07480749999999997,0.079455,0.09375499999999998,313.8169244
33,24,5,LT05_012031_19910607,0.07447749999999997,0.102665,0.10692750000000001,0.1437775,313.81350638000004
34,24,6,LT05_012031_19910607,0.1050025,0.144135,0.158545,0.19366250000000002,312.36084788
35,25,5,LT05_012031_19910607,0.06801499999999999,0.08877750000000001,0.08861249999999998,0.11165750000000002,314.22366878
36,25,6,LT05_012031_19910607,0.08734750000000002,0.11998999999999999,0.1282125,0.15089999999999998,313.73830994
37,25,7,LT05_012031_19910607,0.10659750000000001,0.1475725,0.16157,0.1794175,312.27539737999996
38,26,6,LT05_012031_19910607,0.06314750000000002,0.085285,0.091665,0.10808250000000003,314.22366878
39,26,7,LT05_012031_19910607,0.08732000000000001,0.13035750000000002,0.14036749999999998,0.1651725,313.73830994
40,27,7,LT05_012031_19910607,0.06801499999999999,0.09920000000000001,0.10692750000000001,0.1259575,314.22366878
41,27,8,LT05_012031_19910607,0.08412999999999998,0.11306,0.13126500000000002,0.1473525,313.65969548
42,28,8,LT05_012031_19910607,0.06798749999999998,0.0991725,0.11605749999999998,0.13665500000000003,313.73489192
1,13,0,LT05_012031_19910709,0.059462499999999974,0.07915250000000001,0.0866325,0.09903499999999998,310.55955134
2,14,0,LT05_012031_19910709,0.06449500000000002,0.07197500000000001,0.08352500000000002,0.09903499999999998,312.3471758
3,14,1,LT05_012031_19910709,0.07288250000000002,0.11135499999999998,0.11176750000000002,0.132145,311.868653
4,15,0,LT05_012031_19910709,0.06785000000000002,0.07555,0.0866325,0.10271999999999998,312.82228058
5,15,1,LT05_012031_19910709,0.057784999999999975,0.07555,0.08039000000000002,0.09903499999999998,312.3471758
6,16,0,LT05_012031_19910709,0.06785000000000002,0.08272750000000001,0.0866325,0.10271999999999998,312.82228058
7,16,1,LT05_012031_19910709,0.04095499999999999,0.061167499999999986,0.05830750000000001,0.07321250000000001,312.82228058
8,16,2,LT05_012031_19910709,0.046015,0.061167499999999986,0.06776749999999998,0.0805825,312.71973998
10,17,1,LT05_012031_19910709,0.046015,0.05756499999999998,0.05830750000000001,0.06581500000000001,312.3471758
11,17,2,LT05_012031_19910709,0.05442999999999998,0.061167499999999986,0.06463249999999998,0.07321250000000001,312.71973998
12,18,1,LT05_012031_19910709,0.06952750000000002,0.08633000000000002,0.0866325,0.12111749999999999,311.868653
13,18,2,LT05_012031_19910709,0.072855,0.0934525,0.10233500000000001,0.13583,312.2446352
14,18,3,LT05_012031_19910709,0.06617250000000002,0.08633000000000002,0.09293000000000001,0.09903499999999998,312.71973998
15,19,1,LT05_012031_19910709,0.057784999999999975,0.07197500000000001,0.07406499999999999,0.10271999999999998,311.38671218
16,19,2,LT05_012031_19910709,0.06281749999999997,0.07555,0.08352500000000002,0.12111749999999999,311.868653
17,19,3,LT05_012031_19910709,0.06785000000000002,0.08633000000000002,0.08979500000000001,0.11006250000000001,312.2446352
18,20,2,LT05_012031_19910709,0.04598749999999999,0.07197500000000001,0.07406499999999999,0.09163749999999998,311.38671218
19,20,3,LT05_012031_19910709,0.05104750000000002,0.05756499999999998,0.05830750000000001,0.07689750000000001,311.7661124
20,20,4,LT05_012031_19910709,0.06952750000000002,0.10420499999999999,0.10863250000000002,0.12111749999999999,312.2446352
21,21,2,LT05_012031_19910709,0.0476925,0.07197500000000001,0.08039000000000002,0.09163749999999998,310.22800340000003
22,21,3,LT05_012031_19910709,0.05442999999999998,0.06834499999999999,0.07406499999999999,0.0842675,310.93211552
23,21,4,LT05_012031_19910709,0.06449500000000002,0.08633000000000002,0.09609250000000003,0.1137475,310.93211552
25,22,3,LT05_012031_19910709,0.07953749999999998,0.10775249999999997,0.10863250000000002,0.13583,310.45359271999996
26,22,4,LT05_012031_19910709,0.0778875,0.10420499999999999,0.11801,0.13583,310.93211552
27,22,5,LT05_012031_19910709,0.08289249999999998,0.097055,0.11490250000000002,0.12846000000000002,309.9716519
28,23,3,LT05_012031_19910709,0.0711775,0.0934525,0.10549750000000002,0.12480249999999998,309.48629306
29,23,4,LT05_012031_19910709,0.08121499999999998,0.10775249999999997,0.11801,0.139515,309.9716519
30,23,5,LT05_012031_19910709,0.09119749999999999,0.11490250000000002,0.13052249999999999,0.1541725,309.9716519
32,24,4,LT05_012031_19910709,0.057784999999999975,0.07915250000000001,0.08039000000000002,0.09903499999999998,309.9716519
33,24,5,LT05_012031_19910709,0.07621,0.10063,0.11176750000000002,0.139515,310.45359271999996
34,24,6,LT05_012031_19910709,0.09452500000000003,0.132695,0.1461425,0.176145,310.45359271999996
35,25,5,LT05_012031_19910709,0.06281749999999997,0.08272750000000001,0.09293000000000001,0.10640500000000003,311.33544187999996
36,25,6,LT05_012031_19910709,0.08789750000000002,0.122025,0.13365749999999998,0.15783000000000003,311.33544187999996
