fid,row_index,col_index,distance,x,y
0,0,7,345.95432110154377,2.1286925143417177,41.3667514421991
1,0,8,334.6562052489239,2.1290511802016265,41.36675415736585
2,0,9,325.7378687447773,2.1294098461106477,41.366756871414914
3,0,10,319.3987203436633,2.129768512068761,41.366759584346305
4,0,11,315.79411960951626,2.1301271780759463,41.366762296160026
5,0,12,315.0179509214186,2.1304858441321834,41.36676500685607
6,0,13,317.0909850902563,2.1308445102374516,41.366767716434445
7,0,14,321.9581902177502,2.1312031763917316,41.36677042489513
8,0,15,329.4957657862523,2.1315618425950023,41.36677313223815
9,0,16,339.52590931157033,2.1319205088472435,41.36677583846349
10,1,5,349.9528597836527,2.1279715748812587,41.36701620705044
11,1,6,333.4327330865053,2.1283302421263564,41.36701892447819
12,1,7,318.8852002152445,2.128688909420608,41.367021640788266
13,1,8,306.591184379291,2.1290475767639934,41.367024355980654
14,1,9,296.83082346999663,2.1294062441564914,41.36702707005535
15,1,10,289.8601752305,2.1297649115980817,41.36702978301238
16,1,11,285.8833758850556,2.130123579088745,41.367032494851706
17,1,12,285.0257673092309,2.1304822466284614,41.36703520557336
18,1,13,287.315282317171,2.130840914217209,41.36703791517733
19,1,14,292.67807378718265,2.1311995818549696,41.36704062366359
20,1,15,300.9498933353447,2.1315582495417216,41.367043331032185
21,1,16,311.8993775584286,2.1319169172774455,41.36704603728308
22,1,17,325.25621461259595,2.1322755850621204,41.3670487424163
23,1,18,340.7374187947296,2.1326342528957265,41.367051446431816
24,2,4,345.48516505844873,2.127609298264608,41.36728368700418
25,2,5,325.9913843926606,2.127967966944026,41.36728640557529
26,2,6,308.1894970971971,2.1283266356726185,41.36728912302871
27,2,7,292.38869599183056,2.1286853044503657,41.36729183936444
28,2,8,278.92926158182644,2.1290439732772466,41.36729455458248
29,2,9,268.16397295192877,2.1294026421532415,41.36729726868281
30,2,10,260.42714876168856,2.12976131107833,41.36729998166546
31,2,11,255.9935218612426,2.1301199800524917,41.367302693530405
32,2,12,255.03542235874284,2.130478649075707,41.36730540427766
33,2,13,257.5916343371465,2.130837318147955,41.367308113907214
34,2,14,263.55992393241814,2.131195987269216,41.367310822419064
35,2,15,272.716367176673,2.1315546564394694,41.36731352981323
36,2,16,284.7535782897587,2.1319133256586955,41.36731623608969
37,2,17,299.3242118031911,2.132271994926873,41.367318941248456
38,2,18,316.0781029973153,2.1326306642439836,41.367321645289515
39,2,19,334.68754177166693,2.1329893336100048,41.36732434821288
40,3,3,346.1979122989771,2.1272470186809507,41.36755116577586
41,3,4,323.9805208696197,2.127605688794687,41.367553885490366
42,3,5,303.1068480350286,2.127964358957619,41.367556604087156
43,3,6,283.8734660874626,2.1283230291697266,41.36755932156624
44,3,7,266.6355718415861,2.1286816994309894,41.36756203792763
45,3,8,251.80331926737875,2.1290403697413867,41.3675647531713
46,3,9,239.82346635984004,2.1293990401008984,41.36756746729728
47,3,10,231.1399542260688,2.1297577105095047,41.36757018030554
48,3,11,226.132841185019,2.130116380967185,41.36757289219611
49,3,12,225.0476511434609,2.1304750514739195,41.36757560296896
50,3,13,227.9404060450203,2.130833722029688,41.36757831262412
51,3,14,234.6640409835912,2.13119239263447,41.367581021161556
52,3,15,244.90323712341663,2.1315510632882453,41.36758372858129
53,3,16,258.2401575594088,2.1319097339909936,41.3675864348833
54,3,17,274.22319814174756,2.132268404742695,41.36758914006763
55,3,18,292.41878500169577,2.1326270755433288,41.367591844134225
56,3,19,312.4406011462784,2.1329857463928756,41.36759454708313
57,3,20,333.96034595057495,2.133344417291314,41.36759724891431
58,4,2,350.54414424042676,2.126884736130247,41.36781864336547
59,4,3,327.2103406292209,2.1272434076783,41.367821364223374
60,4,4,303.91899665936745,2.1276020792755705,41.36782408396356
61,4,5,281.5619646777889,2.127960750922037,41.36782680258603
62,4,6,260.74417227619165,2.1283194226176794,41.36782952009079
63,4,7,241.86340524927732,2.1286780943624777,41.367832236477824
64,4,8,225.40694359658931,2.1290367661564114,41.36783495174715
65,4,9,211.94025961184406,2.1293954379994604,41.367837665898755
66,4,10,202.06201292453687,2.129754109891605,41.367840378932655
67,4,11,196.31464665148027,2.1301127818328243,41.36784309084884
68,4,12,195.0636406731798,2.1304714538230987,41.36784580164729
69,4,13,198.39407081728842,2.1308301258624076,41.36784851132803
70,4,14,206.0839410488724,2.1311887979507302,41.36785121989106
71,4,15,217.67171194488031,2.131547470088048,41.36785392733636
72,4,16,232.57548796851918,2.1319061422743393,41.36785663366394
73,4,17,250.2033993105902,2.1322648145095835,41.367859338873814
74,4,18,270.0224517505063,2.132623486793762,41.36786204296595
75,4,19,291.58619286950875,2.132982159126853,41.36786474594039
76,4,20,314.5359936397013,2.133340831508838,41.36786744779709
77,4,21,338.58380718533493,2.1336995039396953,41.36787014853607
78,5,2,331.6885453628074,2.1268811235948273,41.36808884177429
79,5,3,308.35474175160164,2.1272397966264336,41.36809156265789
80,5,4,285.0209381403958,2.127598469707258,41.36809428242376
81,5,5,261.6878265810295,2.1279571428372783,41.36809700107192
82,5,6,239.14619378840808,2.1283158160164763,41.36809971860234
83,5,7,218.4062394398628,2.1286744892448306,41.368102435015025
84,5,8,200.02916999538473,2.1290331625223216,41.36810515031001
85,5,9,184.72155334941937,2.129391835848928,41.36810786448725
86,5,10,173.29868924663634,2.129750509224631,41.368110577546766
87,5,11,166.56175766778543,2.1301091826494094,41.368113289488555
88,5,12,165.08544012165922,2.1304678561232433,41.368116000312625
89,5,13,169.0076506047634,2.1308265296461126,41.368118710018955
90,5,14,177.9718218868415,2.131185203217997,41.36812141860757
91,5,15,191.27036573526357,2.1315438768388764,41.36812412607844
92,5,16,208.07387205336795,2.1319025505087303,41.36812683243158
93,5,17,227.60738049118967,2.132261224227539,41.36812953766701
94,5,18,249.2298197985968,2.1326198979952813,41.368132241784686
95,5,19,272.44428145883495,2.1329785718119383,41.36813494478466
96,5,20,296.7389653494604,2.133337245677488,41.368137646666874
97,5,21,321.1617152423173,2.1336959195919123,41.368140347431364
98,5,22,345.58446513517424,2.1340545935551902,41.36814304707813
99,6,1,338.2343681449723,2.126518836544229,41.36835631814309
100,6,2,313.3786671379229,2.1268775110101705,41.36835904017013
101,6,3,289.4991428739823,2.12723618552535,41.36836176107943
102,6,4,266.16533926277646,2.1275948600897476,41.368364480870994
103,6,5,242.83153565157068,2.1279535347033436,41.368367199544814
104,6,6,219.49773204036487,2.1283122093661166,41.36836991710091
105,6,7,196.7350097307269,2.1286708840780473,41.36837263353926
106,6,8,176.11089539414948,2.1290295588391146,41.36837534885987
107,6,9,158.51003406506766,2.129388233649299,41.36837806306276
108,6,10,145.03728597187953,2.1297469085085807,41.3683807761479
109,6,11,136.91675479965411,2.130105583416938,41.368383488115306
110,6,12,135.11691665978935,2.1304642583743525,41.368386198964984
111,6,13,139.88196663769176,2.1308229333808026,41.368388908696915
112,6,14,150.58999971182735,2.1311816084362687,41.36839161731109
113,6,15,166.0955491155257,2.13154028354073,41.368394324807554
114,6,16,185.19750230164516,2.1318989586941672,41.36839703118625
115,6,17,206.90214663349366,2.1322576338965598,41.36839973644723
116,6,18,230.47533860334724,2.1326163091478865,41.36840244059045
117,6,19,254.89412351358592,2.132974984448129,41.368405143615945
118,6,20,279.3168734064428,2.1333336597972656,41.36840784552369
119,6,21,303.7396232992997,2.133692335195277,41.36841054631368
120,6,22,328.1623731921566,2.134051010642142,41.36841324598595
121,7,1,323.0601888882011,2.126515222426741,41.36862651650022
122,7,2,296.93700824786487,2.1268738983762754,41.36862923855296
123,7,3,271.6160674369338,2.127232574375048,41.36863195948796
124,7,4,247.34386855674708,2.1275912504230403,41.36863467930521
125,7,5,223.9759367739513,2.127949926520231,41.368637398004715
126,7,6,200.64213316274555,2.1283086026665994,41.36864011558648
127,7,7,177.30832955153974,2.1286672788621264,41.36864283205049
128,7,8,154.33219399728492,2.129025955106791,41.36864554739676
129,7,9,133.89850457266294,2.129384631400574,41.368648261625275
130,7,10,117.6400992416076,2.1297433077434538,41.36865097473604
131,7,11,107.46895538877791,2.130101984135411,41.36865368672906
132,7,12,105.16634345233739,2.1304606605764254,41.36865639760434
133,7,13,111.22204465803908,2.1308193370664767,41.368659107361864
134,7,14,124.42156822952639,2.131178013605545,41.36866181600163
135,7,15,142.79744417696887,2.1315366901936086,41.36866452352366
136,7,16,164.62531241049896,2.131895366830649,41.36866722992793
137,7,17,188.6265317848546,2.1322540435166455,41.36866993521445
138,7,18,213.04928167771143,2.132612720251578,41.36867263938322
139,7,19,237.47203157056833,2.1329713970354254,41.36867534243424
140,7,20,261.89478146342526,2.1333300738681684,41.3686780443675
141,7,21,286.31753135628213,2.1336887507497866,41.368680745183006
142,7,22,310.74028124913906,2.1340474276802603,41.36868344488077
143,7,23,335.16303114199593,2.134406104659568,41.36868614346078
144,8,0,337.83070060582014,2.126152930876107,41.36889399164816
145,8,1,310.05367840832287,2.126511608259994,41.36889671484437
146,8,2,282.731294195114,2.1268702856931414,41.368899436922824
147,8,3,256.0091520628833,2.1272289631755275,41.36890215788352
148,8,4,230.09647359894265,2.1275876407071337,41.368904877726465
149,8,5,205.29999606766026,2.1279463182879397,41.36890759645165
150,8,6,181.78653428512618,2.128304995917924,41.36891031405908
151,8,7,158.45273067392043,2.1286636735970683,41.36891303054874
152,8,8,135.11892706271462,2.12902235132535,41.36891574592065
153,8,9,111.94725612663298,2.1293810291027504,41.36891846017481
154,8,10,91.88346737613799,2.12973970692925,41.3689211733112
155,8,11,78.44077383505127,2.130098384804827,41.368923885329835
156,8,12,75.25515545543385,2.130457062729462,41.368926596230715
157,8,13,83.50881298043558,2.130815740703134,41.36892930601383
158,8,14,100.41964582780213,2.131174418725824,41.368932014679196
159,8,15,122.4519852471207,2.1315330967975115,41.36893472222679
160,8,16,146.78168994898007,2.131891774918175,41.36893742865662
161,8,17,171.20443984183697,2.1322504530877957,41.368940133968685
162,8,18,195.62718973469384,2.1326091313063533,41.368942838163015
