fid,row_index,col_index,distance,x,y
0,0,8,323.5314980983017,12.536346007624086,55.66073721618539
1,0,9,317.92861779302046,12.53682194736977,55.66072348603186
2,0,10,315.094560032111,12.537297886704325,55.66070975403515
3,0,11,315.10404236042217,12.537773825627701,55.66069602019525
4,0,12,316.81900330312914,12.538249764139838,55.66068228451217
5,0,13,318.5489717431089,12.538725702240685,55.660668546985896
6,0,14,320.27894018308865,12.539201639930189,55.66065480761646
7,0,15,322.00890862306835,12.539677577208293,55.660641066403855
8,0,16,323.73887706304805,12.540153514074943,55.660627323348066
9,0,17,325.46884550302775,12.540629450530082,55.66061357844912
10,0,18,327.19881394300745,12.541105386573658,55.66059983170702
11,0,19,329.58857301354385,12.541581322205614,55.66058608312175
12,0,20,334.5374049657993,12.542057257425899,55.66057233269333
13,0,21,342.05543875430226,12.542533192234455,55.66055858042175
14,1,8,294.4284413939403,12.536370294386067,55.66100626584503
15,1,9,288.26044274529596,12.536846237383765,55.66099253555389
16,1,10,285.1316513503248,12.537322179970326,55.660978803419546
17,1,11,285.1421300892105,12.537798122145697,55.660965069441986
18,1,12,286.86892468559176,12.538274063909823,55.660951333621234
19,1,13,288.59889312557146,12.538750005262647,55.66093759595727
20,1,14,290.32886156555116,12.53922594620412,55.66092385645013
21,1,15,292.05883000553087,12.539701886734182,55.660910115099796
22,1,16,293.7887984455106,12.540177826852778,55.66089637190627
23,1,17,295.5187668854904,12.540653766559856,55.660882626869565
24,1,18,297.2487353254701,12.541129705855365,55.66086887998968
25,1,19,299.8297208997861,12.54160564473924,55.66085513126661
26,1,20,305.2613788132896,12.542081583211434,55.66084138070036
27,1,21,313.48181241358543,12.542557521271892,55.66082762829095
28,1,22,322.9798628274886,12.543033458920556,55.66081387403837
29,1,23,332.47791324139183,12.543509396157376,55.66080011794263
30,1,24,342.06637980616057,12.543985332982293,55.660786360003726
31,2,8,265.5251098137396,12.536394581559128,55.661275315485746
32,2,9,258.6688224190298,12.536870527808896,55.66126158505699
33,2,10,255.17745872568113,12.537346473647517,55.66124785278501
34,2,11,255.18887762807458,12.537822419074939,55.66123411866979
35,2,12,256.9188460680543,12.538298364091105,55.66122038271137
36,2,13,258.64881450803404,12.538774308695963,55.66120664490973
37,2,14,260.37878294801374,12.539250252889458,55.66119290526486
38,2,15,262.10875138799344,12.539726196671532,55.6611791637768
39,2,16,263.8387198279732,12.540202140042135,55.66116542044553
40,2,17,265.5686882679529,12.540678083001207,55.66115167527106
41,2,18,267.2986567079326,12.541154025548698,55.66113792825339
42,2,19,270.12422255063154,12.541629967684548,55.661124179392516
