fid,row_index,col_index,distance,x,y
0,0,6,342.3962044316058,-99.20726403203777,19.435907629028815
1,0,7,331.72175086002363,-99.2069782455787,19.435907955150476
2,0,8,323.486443577021,-99.2066924591139,19.43590828082216
3,0,9,317.8799118575737,-99.20640667264334,19.435908606043867
4,0,10,315.0425329174593,-99.20612088616706,19.435908930815597
5,0,11,315.0460855363547,-99.20583509968506,19.435909255137357
6,0,12,316.34920226483706,-99.20554931319734,19.43590957900913
7,0,13,318.2173495463107,-99.20526352670392,19.43590990243093
8,0,14,322.68618558048814,-99.20497774020478,19.435910225402754
9,0,15,329.8339994250011,-99.20469195369998,19.435910547924603
10,0,16,339.491619909679,-99.20440616718948,19.435910869996473
11,1,4,345.02975307183516,-99.207835949896,19.43617809132936
12,1,5,329.0132059496718,-99.20755016297412,19.436178418355894
13,1,6,315.0457885351759,-99.20726437604648,19.436178744932445
14,1,7,303.410626145856,-99.20697858911308,19.43617907105901
15,1,8,294.3843868867539,-99.20669280217395,19.436179396735593
16,1,9,288.2122940250114,-99.20640701522908,19.43617972196219
17,1,10,285.0797881499655,-99.20612122827845,19.43618004673881
18,1,11,285.07440078571136,-99.20583544132212,19.436180371065443
19,1,12,286.3775175141937,-99.20554965436007,19.436180694942088
20,1,13,288.393016469685,-99.20526386739232,19.436181018368757
21,1,14,293.31659475844583,-99.20497808041887,19.436181341345435
22,1,15,301.16227780533325,-99.20469229343972,19.436181663872127
23,1,16,311.70949678362877,-99.20440650645489,19.436181985948846
24,1,17,324.6950926597281,-99.20412071946438,19.436182307575578
25,1,18,339.83966220780616,-99.20383493246821,19.436182628752324
26,2,3,339.7941426583494,-99.20812208224956,19.43644887973363
27,2,4,320.7245213097875,-99.20783629485912,19.436449207215066
28,2,5,303.42771421520143,-99.20755050746291,19.43644953424652
29,2,6,288.2230680190806,-99.20726472006093,19.436449860827977
30,2,7,275.45724917453373,-99.2069789326532,19.43645018695945
31,2,8,265.482306957113,-99.20669314523973,19.436450512640935
32,2,9,258.62137284404855,-99.20640735782052,19.436450837872428
33,2,10,255.12579970714447,-99.20612157039557,19.436451162653924
34,2,11,255.10271603506794,-99.2058357829649,19.436451486985433
35,2,12,256.4058327635503,-99.20554999552851,19.436451810866956
36,2,13,258.6093237775643,-99.20526420808643,19.436452134298484
37,2,14,264.08876378387527,-99.20497842063864,19.436452457280023
38,2,15,272.7764065477471,-99.20469263318515,19.43645277981157
39,2,16,284.37837607896313,-99.20440684572598,19.436453101893125
40,2,17,298.55510980975447,-99.20412105826114,19.436453423524693
41,2,18,314.959118626086,-99.20383527079063,19.43645374470627
42,2,19,333.2616677896323,-99.20354948331446,19.436454065437857
43,3,2,339.8155209301569,-99.20840821555181,19.436719667669944
44,3,3,317.9288402292304,-99.2081224276928,19.436719995606314
45,3,4,297.46076486483577,-99.20783663982803,19.436720323092675
46,3,5,278.72399577080324,-99.20755085195746,19.436720650129047
47,3,6,262.09010855603145,-99.20726506408116,19.436720976715417
48,3,7,247.9826288016601,-99.20697927619908,19.436721302851794
49,3,8,236.8534217018018,-99.20669348831126,19.436721628538173
50,3,9,229.13686424563195,-99.2064077004177,19.43672195377456
51,3,10,225.18406191556002,-99.20612191251841,19.43672227856094
52,3,11,225.13103128442455,-99.2058361246134,19.43672260289733
53,3,12,226.4341480129069,-99.20555033670267,19.436722926783716
54,3,13,228.88213722545981,-99.20526454878623,19.436723250220112
55,3,14,235.05557971063052,-99.20497876086408,19.436723573206507
56,3,15,244.77585331340782,-99.20469297293626,19.436723895742908
57,3,16,257.64182730588084,-99.20440718500275,19.43672421782931
58,3,17,273.20945076940455,-99.20412139706356,19.43672453946571
59,3,18,291.0455235902556,-99.2038356091187,19.43672486065212
60,3,19,310.75969753835903,-99.2035498211682,19.43672518138853
61,3,20,332.0175935494063,-99.20326403321202,19.436725501674943
62,4,1,345.09291088798835,-99.20869434980276,19.436990455138304
63,4,2,320.7698182959467,-99.2084085614752,19.4369907835296
64,4,3,297.48518536909415,-99.20812277314184,19.4369911114709
65,4,4,275.5024404584357,-99.2078369848027,19.43699143896218
66,4,5,255.15829181710617,-99.2075511964578,19.436991766003473
67,4,6,236.87531122405542,-99.20726540810712,19.43699209259476
68,4,7,221.16526004769088,-99.2069796197507,19.436992418736036
69,4,8,208.61023809111657,-99.20669383138852,19.436992744427315
70,4,9,199.80588234809792,-99.20640804302062,19.43699306966859
